NAME,HETNAME,SELECTED,RA,DEC,DDIST,DISTERR,MBH,DMBH,UPPERLIMIT,SIG,DSIG,LK,DLK,R50,DR50,LKOR,DLKOR,C28,DC28,LAGN,DLAGN,CR50LK,CR50C28,CLKC28,CLKORC28,TYPE,REF,HETMGSSIG,HETMGSDSIG,Z,DZ,SCALE
NGC5845,NGC5845,1,226.5032806,1.633823991,25.87000084,4.066999912,8.687999725,0.157000005,0,2.357000113,0.021199999,10.52536488,0.133414805,-0.314950198,0.100884199,10.84031868,0.0865748,5.186285973,1.222130537,-9.862963676,4.80E-06,0.010241,0.0001607,0.0220892,0.021928599,star,schulze11,248.3000031,3.799999952,0.00555,0.00001,0.115
NGC6086,NGC6086,1,243.1480865,29.48484993,138,11.45199966,9.572999954,0.166999996,0,2.501899958,0.0219,11.86641312,0.077944197,1.198224425,0.078678899,10.66819,0.061645899,6.190186024,0.394023001,-8.390304565,6.70E-06,0.0042327,0.0197275,0.0055298,-0.0141977,star,mcconnell11,319.6000061,8.199999809,0.03131,0.00005,0.63
NGC6251,NGC6251,1,248.132309,82.53793335,108.4000015,8.99600029,8.788000107,0.155000001,0,2.461899996,0.021,11.94641209,0.072679602,1.132518291,0.071439199,10.81389904,0.0502868,5.845141411,0.329858214,-8.608763695,5.80E-06,0.0039286,0.016786801,0.0080434,-0.0087434,gas,ferrarese99,-1234,-1234,0.02471,0.00007,0.501
NGC6264,NGC6264,-3,-1234,-1234,147.6000061,16.03499985,7.488999844,0.046999998,0,2.200000048,0.040100001,11.16814613,0,0.963994682,0,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,maser,kuo11,-1234,-1234,0.03384,0.00001,0.679
NGC6323,NGC6323,1,258.3252563,43.78233337,113.4000015,12.31999969,7.004000187,0.048,0,2.200000048,0.07,11.24774933,0.092788696,0.907281816,0.051761098,10.34047127,0.0462588,3.282195091,0.237831995,9.44509697,0.135939598,0.0045745,0.0029057,0.0037844,0.0008787,maser,kuo11,144.1999969,6.599999905,0.02567,0.00004,0.52
NGC6861,NGC6861,1,301.8311768,-48.37026215,27.29999924,4.546999931,9.300999641,0.083999999,0,2.589400053,0.021199999,11.14311123,0.129881397,0.323921502,0.076343298,10.81918907,0.0727126,5.328427792,0.351801515,-9.816088676,4.80E-06,0.0087052,0.0099906,0.005261,-0.0047296,star,rusli13,-1234,-1234,0.00944,0.00006,0.195
NGC7052,NGC7052,1,319.6376953,26.44684792,70.40000153,8.449000359,8.597999573,0.230000004,0,2.424400091,0.021199999,11.67539024,0.092301004,0.995315611,0.054785799,10.68007851,0.0529956,5.716679096,0.313480198,-8.992369652,6.70E-06,0.0043562,0.0073771,0.0008965,-0.0064806,gas,van-der-marel98,313.8999939,6.199999809,0.01558,0.00003,0.319
NGC7582,NGC7582,1,349.5984192,-42.37057114,22.29999924,9.845000267,7.741000175,0.204999998,0,2.189899921,0.053199999,11.2149744,0.322543502,0.885321498,0.1891803,10.32965088,0.160198897,6.620319366,0.421404094,-9.989123344,4.80E-06,0.0570799,-0.034074999,-0.026227901,0.0078471,gas,wold06,-1234,-1234,0.00525,0.00002,0.109
NGC7619,NGC7619,1,350.0605164,8.206285477,51.52000046,7.380000114,9.397999763,0.108000003,0,2.510499954,0.0222,11.65758896,0.121704303,0.871437907,0.091209397,10.78615093,0.069321699,5.842862606,0.365635514,-9.262940407,1.90E-06,0.0091628,0.022478299,0.0096912,-0.0127871,star,rusli13,330.6000061,5,0.01255,0.00002,0.258
NGC7768,NGC7768,1,357.7441406,27.14742661,116,27.49500084,9.126999855,0.180999994,0,2.423199892,0.022,11.91275406,0.194970205,1.154565692,0.123909101,10.75819016,0.104704902,5.666060925,0.37576431,-8.54455471,3.80E-06,0.021201899,0.025676699,0.013204,-0.0124727,star,mcconnell12,267.1000061,7.699999809,0.02671,0.00005,0.54
UGC3789,UGC03789,1,109.8787155,59.35513306,49.90000153,5.421000004,6.985000134,0.085000001,0,2.029999971,0.050000001,11.01255703,0.1153569,0.662809789,0.113665,10.3497448,0.052094001,5.687438965,0.500358105,-9.289615631,7.70E-06,0.0117566,0.030231901,0.0247452,-0.0054867,maser,kuo11,127.5,6.699999809,0.01062,0.00003,0.219
CygnusA,PGC063932,1,299.868042,40.73396301,257.1000061,25.70999908,9.405099869,0.126399994,0,2.430799961,0.022500001,12.23630142,0.103741802,1.464233398,0.081785999,10.77206898,0.052162901,4.350995064,0.440189511,-7.861998081,3.80E-06,0.0073652,0.028846299,0.023721499,-0.0051248,gas,tadhunter03,223.8361053,48.56494904,0.05607,0.00007,1.095
IC2560,IC2560,1,154.077774,-33.56384659,41.79999924,4.179999828,7.635099888,0.0506,0,2.148099899,0.0309,11.26352787,0.103826903,1.090305448,0.095790103,10.17322159,0.052136399,4.538648129,0.490421206,9.596287727,0.072737701,0.0086188,0.025427399,0.0137022,-0.0117252,maser,greene16,-1234,-1234,0.00976,0.00001,0.201
NGC1068,NGC1068,0,40.66987991,-0.01329,15.89999962,9.411000252,6.923999786,0.245000005,0,2.178499937,0.020099999,11.32290173,0.398988396,0.317727804,0.201382399,11.00516987,0.200112596,4.550157547,0.401184797,10.61648941,0.021633901,0.0798508,0.0082639,0.0057163,-0.0025476,maser,lodato03,-1234,-1234,0.00379,0.00001,0.079
NGC1386,NGC1386,1,54.19265747,-35.99927521,16.10000038,1.610000014,6.069900036,0.291799992,0,2.219599962,0.0209,10.51228714,0.084668897,0.250946313,0.060539201,10.261343,0.046173301,5.50006485,0.272566587,8.661308289,1.933845997,0.0043509,-0.00187,0.0005556,0.0024255,maser,braatz97,-1234,-1234,0.0029,0.00002,0.06
NGC2748,NGC2748,1,138.4293213,76.4753418,23.39999962,8.244000435,7.646999836,0.239999995,0,2.060300112,0.0189,10.62194061,0.252802908,0.533788383,0.136345193,10.08815098,0.127713606,4.235696316,0.289857507,-9.948182106,2.90E-06,0.033094302,0.0127005,0.0071509,-0.0055496,gas,atkinson05,-1234,-1234,0.00492,0.00001,0.102
NGC3079,NGC3079,1,150.4913483,55.68000031,15.89999962,1.246000051,6.397999763,0.048999999,0,2.163899899,0.0208,10.86062527,0.065160699,0.630055785,0.0480684,10.23056984,0.034954999,5.449090481,0.425705791,3.815719843,8.186347961,0.0026673,0.0060962,0.0067225,0.0006263,maser,"trotter98,yamauchi04,kondratko05",160.6000061,10.80000019,0.00369,0,0.077
NGC4303,NGC4303,1,185.4789581,4.473589897,17.89999962,1.789999962,6.51429987,0.736100018,0,1.923799992,0.0207,11.17288208,0.1177781,0.814251006,0.114392497,10.35862923,0.051205602,3.889507532,0.699671984,2.035954237,9.01565361,0.0121677,0.059795301,0.051617801,-0.0081775,gas,pastorini07,-1234,-1234,0.00522,0.00001,0.108
NGC4350,NGC4350,1,185.9908905,16.69335556,17,1.700000048,8.581399918,0.405299991,0,2.242000103,0.021199999,10.68571377,0.0860295,0.227888197,0.068576999,10.45782757,0.0504102,6.03613472,0.376436502,-10.22685242,1.44E-05,0.0047813,0.0134814,0.0063623,-0.0071191,star,pignatelli01,130,6.699999809,0.00404,0.00002,0.084
NGC4486B,NGC4486B,1,187.6332703,12.49023533,16.54999924,0.610000014,8.602000237,0.024,0,2.227400064,0.0206,9.749614716,0.0485694,-0.701473176,0.118269399,10.45108509,0.103632897,4.848829746,2.666080952,-10.24964619,3.80E-06,0.0028034,-0.009912,-0.016072299,-0.0061605,star,saglia16,185.8000031,3.599999905,0.00519,0.00001,0.108
NGC4742,NGC4742,1,192.9501648,-10.45479488,15.69999981,1.570000052,7.104800224,0.1505,0,1.953600049,0.0242,10.45598125,0.0909127,0.0575842,0.112674497,10.39839745,0.076975301,7.832493782,0.981635392,-10.29724026,1.00E-06,0.0075177,0.062838599,0.0252556,-0.037583001,star,tremaine02,98.09999847,7.300000191,0.00424,0.00005,0.088
NGC4945,NGC4945,1,196.3598938,-49.47029877,3.700000048,0.370000005,6.138199806,0.184,0,2.126499891,0.022700001,10.80372906,0.119546503,0.769029915,0.119539604,10.03469849,0.0770097,3.854342461,0.441446811,-0.946892321,9.553155899,0.0113253,-0.045246098,-0.0282297,0.0170165,maser,greenhill97,-1234,-1234,0.00188,0.00001,0.039
NGC5055,NGC5055,1,198.9555359,42.02928925,8.699999809,0.870000005,8.918299675,0.098700002,0,2.003799915,0.021500001,11.13319778,0.104683399,0.771553814,0.092348501,10.36164665,0.0506883,4.727478027,0.452693909,-10.8091259,9.60E-06,0.0084588,0.035608798,0.024405699,-0.011203,gas,blais-ouellette04,-1234,-1234,0.00167,0,0.035
NGC5252,NGC5252,1,204.5661163,4.54251194,103.6999969,10.36999989,9.073699951,0.341300011,0,2.278199911,0.0229,11.48686981,0.087076597,0.877356589,0.062781297,10.60951424,0.050013602,5.241195679,0.332035303,-8.643324852,5.80E-06,0.0045112,0.008704,0.0077845,-0.0009195,gas,capetti05,235.8999939,6.800000191,0.02309,0.00001,0.469
NGC5793,NGC5793,-3,224.853363,-16.69348717,53.29999924,5.329999924,7.301000118,7.301000118,0,-1234,-1234,11.01612854,0.084124297,0.35570541,0.067051999,10.66042233,0.048764899,4.933645725,0.505880117,9.832045555,0.115231499,0.0045974,0.01196,0.0076565,-0.0043035,maser,hagiwara01,-1234,-1234,0.01165,0.00022,0.24
NGC6240(S),NGC6240,1,253.2452545,2.400985003,105,10.5,9.167200089,0.213,0,2.440399885,0.067500003,11.83965111,0.088409498,0.928255379,0.077665299,10.91139793,0.053026199,7.140618801,0.961951971,-8.636004448,8.60E-06,0.0055182,-0.0012779,-0.0047171,-0.0034391,star,medling11,-1234,-1234,0.02431,0.00003,0.493
NGC7332,NGC7332,1,339.3521729,23.79835129,21.70000076,2.170000076,7.079199791,0.176100001,0,2.096999884,0.021199999,10.81371975,0.084959,0.399583012,0.073495798,10.41413879,0.044365499,5.850310802,0.339831412,9.11482811,0.136595994,0.0053257,0.0105944,0.0077661,-0.0028284,star,haring04,135.8000031,4.400000095,0.00399,0.00002,0.083
NGC7457,NGC7457,1,345.2497253,30.14489174,12.52999973,1.213999987,6.953999996,0.301999986,0,1.873000026,0.021199999,10.24886322,0.0791528,0.346730113,0.044761699,9.902133942,0.040540099,3.890324354,0.140721306,-10.49461746,4.80E-06,0.0033126,0.0026055,0.002121,-0.0004845,star,schulze11,66.59999847,9.699999809,0.00281,0.00002,0.058
NGC4382,NGC4382,1,186.3502197,18.19108009,17.87999916,1.787999988,7.113900185,1.236299992,1,2.253000021,0.021199999,11.49610519,0.088063598,0.862354279,0.084744401,10.63374996,0.047743302,4.819417,0.533068299,-10.1831522,8.60E-06,0.0063287,0.038652901,0.0239617,-0.0146913,star,gultekin11,-1234,-1234,0.00243,0.00001,0.051
IC1481,IC1481,1,349.8545837,5.906206131,89.90000153,8.989999771,7.151299953,0.134299994,0,1.975900054,0.123800002,10.98995209,0.088280998,0.502098978,0.0570889,10.48785305,0.056313898,4.406886101,0.499990106,9.73474884,0.120223202,0.0039407,0.0023802,0.0008377,-0.0015425,maser,"hure11,vdb15",110.1999969,15.60000038,0.02033,0.00001,0.414
NGC2778,NGC2778,1,138.1016388,35.02742386,23.44000053,2.344000101,7.161399841,0.30250001,1,2.121000051,0.021199999,10.26985741,0.0838487,0.0762785,0.0565896,10.19358063,0.046657901,5.134809017,0.449040711,-9.946224213,8.60E-06,0.004028,0.0006456,-0.001492,-0.0021376,star,schulze11,159.1000061,5.900000095,0.00683,0.00001,0.141
NGC3945,NGC3945,1,178.3071899,60.67556,19.5,1.950000048,6.944499969,0.462099999,1,2.249000072,0.021199999,10.89133263,0.0886124,0.286047786,0.069302902,10.60528564,0.047735099,4.829162598,0.383013308,-10.10731125,4.80E-06,0.0051882,0.017965199,0.0112281,-0.0067371,star,gultekin09,-1234,-1234,0.00427,0.00002,0.089
NGC1097,NGC1097,1,41.57941055,-30.27490997,14.5,1.450000048,8.144300461,0.091200002,0,2.292099953,0.0111,11.1754055,0.102693997,0.736693025,0.124679603,10.43871307,0.075506099,6.094604969,0.352445513,-10.36529255,1.90E-06,0.0101949,0.035724401,0.017588699,-0.0181357,CO,onishi15,-1234,-1234,0.00424,0.00001,0.088
NGC4151,NGC4151,1,182.6360779,39.40576172,20,2.772000074,7.813000202,0.075999998,0,1.979900002,0.0114,10.96359253,0.127250895,0.604256094,0.122264899,10.35933495,0.079155304,7.119989395,0.332287401,10.23303986,0.033396401,0.012438,0.0209674,0.0153153,-0.0056521,star,onken14,111.8000031,8,0.00333,0.00001,0.069
NGC1275,NGC1275,1,49.95098114,41.5116806,70,7,8.977100372,0.199000001,0,2.390100002,0.045000002,11.84222317,0.083600901,1.14795959,0.0530283,10.69426346,0.047302801,4.925298214,0.239952207,-9.00098896,3.80E-06,0.0037818,0.0074196,0.0030316,-0.004388,gas,"scharwachter13,vdb15",275.8617859,11.18167019,0.01756,0.00004,0.359
NGC1271,NGC1271,1,49.79696274,41.35335922,84,8.399999619,9.534099579,0.057,0,2.450200081,0.01,11.06743908,0.081689402,0.331404388,0.069441102,10.73603439,0.067290001,9.115290642,3.9762187,-8.840620041,1.25E-05,0.0034836,0.0184553,-0.043271702,-0.061726902,star,walsh15,314.3720093,5.476799011,0.01993,0.00001,0.406
M60UCD1,M60UCD1,-3,-1234,-1234,16.5,1.649999976,7.296599865,0.1505,0,1.824900031,0.032499999,8.289999962,0,-1.619789958,0,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,star,seth14,-1234,-1234,nan,nan,nan
NGC1277,NGC1277,1,49.96453476,41.57340622,71,7.099999905,9.665699959,0.147200003,0,2.501699924,0.01,11.06586456,0.076350696,0.154572695,0.070058197,10.91129017,0.065460801,7.756009102,3.229696274,-8.988651276,7.70E-06,0.0032262,0.0066502,0.026516801,0.019866601,star,walsh16,377.598999,2.636679888,0.01675,0.00001,0.343
NGC0598,NGC0598,1,23.46209908,30.65988922,0.800000012,0.079999998,0,3.146100044,1,1.257799983,0.197099999,9.387247086,0.116385996,0.32483831,0.096809402,9.062410355,0.108394504,2.760340214,0.37449801,6.588579178,0.057391498,0.0055842,-0.017648701,-0.0261134,-0.0084647,star,"gebhardt01,merritt01",-1234,-1234,-0.0006,0,-0.013
NGC3706,NGC3706,1,172.4351044,-36.39126205,46,4.599999905,9.766799927,0.059300002,0,2.511800051,0.01,11.57751083,0.075562403,0.802868128,0.052591302,10.7746439,0.0441163,5.839506626,0.363119215,-9.363277435,5.80E-06,0.0032646,0.0119266,0.0048679,-0.0070587,star,gultekin14,-1234,-1234,0.00993,0.00005,0.205
Mrk1216,MRK1216,1,127.1963425,-6.940178871,94,9.399999619,9.298899651,0.701099992,1,2.488399982,0.01,11.28665257,0.086778499,0.470088601,0.072927199,10.81656265,0.059427802,6.646772861,2.182021856,-8.730042458,3.80E-06,0.0046586,-0.021461001,-0.024211699,-0.0027507,star,yildirim15,348.656311,5.007565975,0.02123,0.00004,0.432
NGC0205,NGC0205,1,10.09200001,41.68537903,0.74000001,0.074000001,0,4.342400074,1,1.585899949,0.067299999,8.664306641,0.113358803,-0.250215411,0.082777902,8.914525986,0.0507074,3.36376071,0.508791327,-12.9547863,5.80E-06,0.0085656,-0.0086703,-0.020432699,-0.0117624,star,valluri05,24.79999924,25.39999962,-0.0008,0.00001,-0.017
NGC0300,NGC0300,-3,-1234,-1234,2.200000048,0.219999999,2,3,1,1.108700037,0.067299999,9.445590973,0,0.303012699,0,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,star,neumayer12,-1234,-1234,0.00048,0,0.01
NGC0428,NGC0428,1,18.23212242,0.981580973,16.10000038,1.610000014,4.477099895,0.368000001,1,1.504500031,0.073100001,10.0105648,0.0884322,0.506700277,0.0575816,9.503866196,0.039060399,3.43824482,0.325021714,2.385109901,7.935881615,0.0048051,0.0113554,0.0126118,0.0012564,star,neumayer12,55.79999924,26.39999962,0.00385,0,0.08
NGC1042,NGC1042,1,40.09989929,-8.433647156,18.20000076,1.820000052,4.397900105,2.079200029,1,1.643599987,0.068400003,10.4815855,0.091814697,0.782836914,0.061309598,9.698748589,0.046778001,2.788971901,0.456664503,8.030104637,0.212035403,0.0050003,0.0194465,0.0184441,-0.0010024,star,neumayer12,-1234,-1234,0.00457,0,0.095
NGC1493,NGC1493,1,59.36408997,-46.21073914,11.39999962,1.139999986,5.397900105,0.505100012,1,1.54610002,0.070100002,9.962331772,0.1194572,0.507682204,0.090862103,9.454648018,0.074165501,3.125941515,0.584213316,-10.57328892,6.70E-06,0.0085127,0.030444199,0.0184686,-0.0119756,star,neumayer12,-1234,-1234,0.00351,0,0.073
NGC2139,NGC2139,0,90.28318024,-23.67231941,23.60000038,2.359999895,5.176099777,0.425999999,1,1.343799949,0.077500001,10.35930443,0.080904499,0.470488101,0.042352099,9.888812065,0.041998699,2.870053053,0.126955107,-9.941391945,1.05E-05,0.0032877,0.0005431,0.0007666,0.0002235,star,neumayer12,-1234,-1234,0.00612,0.00001,0.127
NGC3423,NGC3423,1,162.8097534,5.840100765,14.60000038,1.460000038,5.176099777,0.66900003,1,1.619699955,0.073100001,10.35475445,0.0887926,0.708263576,0.066410802,9.646491051,0.040229399,3.567708969,0.233452693,-10.35957432,1.15E-05,0.0053381,0.010779,0.0089151,-0.0018639,star,neumayer12,-1234,-1234,0.00335,0.00001,0.07
NGC7418,NGC7418,1,344.1506653,-37.03007889,18.39999962,1.840000033,5.176099777,1.77820003,1,1.669999957,0.064300001,10.59788227,0.106889799,0.754330814,0.096801102,9.843549728,0.0517882,2.53511405,0.436303288,-10.15686131,0,0.0090569,0.033186398,0.0240735,-0.0091128,star,neumayer12,-1234,-1234,0.00484,0.00002,0.1
NGC7424,NGC7424,1,344.3265381,-41.0705719,10.89999962,1.090000033,5.176099777,0.425999999,1,1.336699963,0.0546,9.824456215,0.105464198,0.446231604,0.076224104,9.378222466,0.048966002,2.967441797,0.314050406,-10.61236095,3.80E-06,0.0072676,0.015763201,0.0115777,-0.0041855,star,neumayer12,-1234,-1234,0.00313,0.00001,0.065
NGC7793,NGC7793,-3,-1234,-1234,3.299999952,0.330000013,3.698999882,2.204099894,1,1.39230001,0.070100002,9.607545853,0,0.222961605,0,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,star,neumayer12,-1234,-1234,0.00076,0.00001,0.016
NGC3621,NGC3621,1,169.5679169,-32.81259918,6.599999905,0.660000026,6,0.477100015,1,1.792600036,0.030300001,10.45647335,0.0982197,0.632915616,0.114394002,9.823559761,0.0646194,4.864395618,0.628598511,-11.05480576,9.60E-06,0.0092787,0.052351899,0.0307726,-0.021579299,star,barth09,-1234,-1234,0.00244,0.00001,0.051
NGC5457,NGC5457,1,210.8025055,54.34906006,7,0.699999988,6.414999962,0.076399997,1,1.347300053,0.171200007,10.87471676,0.1310592,0.868142307,0.078097798,10.00657749,0.068228297,3.522108078,0.404443592,6.931807041,2.599490404,0.0093103,0.0032441,-0.0043106,-0.0075547,star,kormendy10,-1234,-1234,0.0008,0.00001,0.017
NGC6503,NGC6503,1,267.3604736,70.14434052,5.269999981,0.52700001,6.301000118,0.113899998,1,1.743899941,0.0217,9.917272568,0.095359199,0.199116603,0.062180601,9.718153954,0.044970602,3.62697506,0.588567913,-11.24632454,1.34E-05,0.0054687,0.023645701,0.0275851,0.0039394,star,kormendy10,28.20000076,25.29999924,0.00008,0,0.002
NGC0404,NGC0404,1,17.36219978,35.71794128,3.059999943,0.305999994,5.650499821,0.252600014,0,1.389099956,0.088,9.391335487,0.095512196,-0.2289702,0.085089102,9.620304108,0.0452912,4.683496952,0.320628911,-11.72113895,2.90E-06,0.0071557,0.0203584,0.0141296,-0.0062288,gas,seth10,-1234,-1234,-0.00016,0.00003,-0.003
NGC4395,NGC4395,-3,-1234,-1234,4.400000095,0.439999998,5.539599895,0.539600015,0,1.470999956,0.073100001,8.609196663,0,0.014402,0,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,gas,den-brok15,-1234,-1234,0.00106,0,0.022
NGC5765B,NGC5765B,1,222.7146301,5.114500999,113,11.30000019,7.657000065,0.0296,0,2.200299978,0.050099999,11.17838001,0.083807297,0.503427386,0.058446798,10.67494869,0.055048302,3.603160143,0.506277204,10.14845371,0.041081801,0.0037047,0.0050908,0.0018181,-0.0032727,maser,gao15,131.3153076,9.132283211,0.02754,0,0.556
NGC7078,NGC7078,-4,322.493103,12.16685009,0.0108,0.0011,2.698999882,0.778199971,1,1.102100015,0.199000001,5.586465836,0.080989704,-2.60157299,0.048328701,8.188037872,0.040882502,4.16071558,0.186845601,-16.63040161,9.60E-06,0.0036118,0.0049159,0.0036499,-0.0012659,GC,"vdb06,den-brok14",-1234,-1234,nan,nan,nan
G1,G1,-4,-1234,-1234,0.730000019,0.072999999,5.237800121,0.123899996,0,1.389099956,0.088,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,GC,gebhardt05,-1234,-1234,0.25739,0.00005,4.028
NGC1851,NGC1851,-4,78.52619934,-40.04722977,0.0121,0.0012,0,3.301000118,1,0.967899978,0.023399999,5.494089127,0.083491199,-2.768972158,0.055962801,8.263062477,0.0459636,4.535874844,0.349810302,-16.52547646,9.60E-06,0.003995,0.0121108,0.0068206,-0.0052901,GC,lutzgendorf13,-1234,-1234,nan,nan,nan
NGC1904,NGC1904,-4,81.04425049,-24.52429962,0.0129,0.0013,3.477099895,0.124899998,1,0.902199984,0.0272,5.247355461,0.095978297,-2.424773455,0.104839101,7.672131538,0.049122401,4.843298435,0.56928128,-16.46948433,1.34E-05,0.008895,0.054342002,0.036589399,-0.017752601,GC,lutzgendorf13,-1234,-1234,nan,nan,nan
NGC5694,NGC5694,-4,219.9020996,-26.53829956,0.034699999,0.0035,0,3.903100014,1,0.943499982,0.0297,5.282579422,0.094953999,-2.419709921,0.082569398,7.702288151,0.054705601,4.837964535,0.648567319,-15.61588287,1.25E-05,0.0064206,0.038961101,0.0225043,-0.0164568,GC,lutzgendorf13,-1234,-1234,-0.00047,0,-0.01
NGC5824,NGC5824,-4,225.9942169,-33.06852722,0.032000002,0.0032,0,3.778199911,1,1.048900008,0.0155,5.702847958,0.089226604,-2.570729256,0.073413298,8.27357769,0.0546357,5.222423077,0.421893507,-15.69241333,1.90E-06,0.0051829,0.0202797,0.0086378,-0.0116419,GC,lutzgendorf13,-1234,-1234,-0.00009,0,-0.002
NGC6093,NGC6093,-4,244.2606049,-22.9750309,0.01,0.001,0,2.903100014,1,0.968299985,0.014,5.360764027,0.082313597,-2.7742486,0.048884898,8.135011673,0.040667299,4.203909397,0.1865246,-16.70593452,3.80E-06,0.0037557,0.0043778,0.0037636,-0.0006143,GC,lutzgendorf13,-1234,-1234,nan,nan,nan
NGC6266,NGC6266,-4,255.3027039,-30.1122303,0.0069,0.0007,3.301000118,0.176100001,1,1.190099955,0.014,5.774405956,0.0875227,-2.610926628,0.0600973,8.385331154,0.045820601,4.570475101,0.368091285,-17.04834747,1.34E-05,0.0045862,0.0121186,0.0082986,-0.00382,GC,"lutzgendorf13,mcnamara12",-1234,-1234,nan,nan,nan
NGC6388,NGC6388,-4,264.071991,-44.73514175,0.0116,0.0012,4.230400085,0.184499994,1,1.27639997,0.01,6.12950182,0.089285798,-2.656623125,0.0541985,8.786125183,0.0469082,4.9589324,0.266989499,-16.5923214,2.11E-05,0.0043545,0.0061519,0.0016095,-0.0045424,GC,lutzgendorf11,-1234,-1234,0.04,0,0.796
NGC6397,NGC6397,-4,265.1722412,-53.67367935,0.0025,0.0003,2.778199911,0.124899998,1,0.690100014,0.088,4.71459341,0.1173933,-2.240151167,0.1019063,6.954745293,0.123396702,4.127056122,0.288585305,-17.90810776,1.15E-05,0.0044697,-0.0040092,-0.017563101,-0.0135539,GC,kamann16,-1234,-1234,nan,nan,nan
NGC5272,NGC5272,-4,-1234,-1234,0.0102,0.001,0,3.724299908,1,0.733099997,0.079899997,5.582801819,0,-2.565779448,0,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,GC,kamann14,-1234,-1234,nan,nan,nan
NGC6205,NGC6205,-4,250.42276,36.46018982,0.0071,0.0007,0,3.934499979,1,0.846899986,0.0616,5.436786652,0.106679901,-2.425428867,0.091786802,7.862218857,0.042946201,3.886632681,0.880434215,-16.98694611,1.53E-05,0.0089805,0.0612887,0.057834599,-0.003454,GC,kamann14,-1234,-1234,nan,nan,nan
NGC6341,NGC6341,-4,259.2803955,43.13650894,0.0083,0.0008,0,2.99119997,1,0.772000015,0.073100001,5.20330143,0.074172698,-2.711553335,0.0487867,7.914855957,0.0393386,4.002768993,0.273281187,-16.85171318,9.60E-06,0.0031671,0.0071162,0.0030439,-0.0040723,GC,kamann14,-1234,-1234,nan,nan,nan
NGC0104,NGC0104,-4,6.021749973,-72.08074188,0.004,0.0004,3,0.176100001,1,1.06340003,0.029999999,5.799344063,0.189010605,-2.566150188,0.260932714,8.365493774,0.101199202,4.440177917,0.835796773,-17.48706818,1.15E-05,0.0467848,0.102119602,0.067418799,-0.0347009,GC,mclaughlin06a,-1234,-1234,nan,nan,nan
NGC5139,NGC5139,-4,201.6913452,-47.47687149,0.004,0.0004,3.939500093,0.139699996,1,1.277699947,0.0298,5.695487499,0.134282202,-2.45968008,0.077932999,8.155168533,0.129747003,3.375659227,0.6710186,-17.4958477,7.70E-06,0.0036355,0.0192676,-0.0218515,-0.041119099,GC,van-der-marel10,-1234,-1234,nan,nan,nan
NGC1428,NGC1428,1,55.59569931,-35.15335083,20.70000076,2.069999933,0,7,1,1.913300037,0.021199999,9.892377853,0.091795303,0.040817201,0.0608983,9.8515625,0.045677502,3.765414476,0.335841388,-10.05370712,9.60E-06,0.0050243,0.0052484,0.0027238,-0.0025246,star,lyubenova13,-1234,-1234,0.00547,0.00003,0.113
NGC4244,NGC4244,-3,-1234,-1234,4.369999886,0.437000006,0,5.662799835,1,1.451500058,0.1505,9.504049301,0,0.370758295,0,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,star,de-lorenzi13,-1234,-1234,0.00081,0,0.017
Henize2-10,ESO495-021,1,129.0632935,-26.40934944,9,0.899999976,0,7,1,1.542299986,0.190099999,9.682281494,0.100414097,-0.330852002,0.103278898,10.01313591,0.061709799,5.144544601,0.675098181,-10.78772068,1.90E-06,0.0084707,0.052408401,0.0297924,-0.022616001,star,nguyen14,-1234,-1234,0.00291,0,0.061
NGC3310,NGC3310,1,159.6910706,53.50330353,17.39999962,1.74000001,6.698999882,0.924300015,1,1.918599963,0.0209,10.42383575,0.087323599,0.065271698,0.077614501,10.35856342,0.047938202,4.660748482,0.766090274,-10.20611477,0,0.0056757,0.040168501,0.027470199,-0.0126983,gas,pastorini07,80.30000305,10,0.00331,0.00001,0.069
NGC4041,NGC4041,0,180.5507202,62.13728714,19.5,1.950000048,6,0.204099998,1,1.977100015,0.0229,10.61414528,0.099371299,0.237162501,0.105577797,10.37697983,0.063770801,4.396901131,0.698991776,-10.10643005,1.44E-05,0.0084773,0.062533103,0.030885199,-0.031647898,gas,marconi03,93.09999847,8.899999619,0.00405,0.000001,0.084
NGC4435,NGC4435,1,186.9187622,13.07902145,17,1.700000048,0,6.301000118,1,2.184000015,0.021199999,10.70018959,0.088854499,0.144637898,0.0518139,10.55554962,0.048709799,5.195623875,0.258302808,-10.22704697,9.60E-06,0.0041036,0.000489,-0.0029361,-0.0034251,star,coccato06,-1234,-1234,0.00264,0.00002,0.055
