NAME,HETNAME,SELECTED,RA,DEC,DDIST,DISTERR,MBH,DMBH,UPPERLIMIT,SIG,DSIG,LK,DLK,R50,DR50,LKOR,DLKOR,C28,DC28,LAGN,DLAGN,CR50LK,CR50C28,CLKC28,CLKORC28,TYPE,REF,HETMGSSIG,HETMGSDSIG,Z,DZ,SCALE
NGC0741,NGC0741,1,29.08732796,5.628824234,65.70999908,6.571000099,8.671199799,0.370200008,0,2.365400076,0.021,11.82297516,0.090794697,1.181290865,0.072486296,10.64168549,0.054354802,5.460708618,0.270168602,-9.046993256,8.60E-06,0.0052717,0.0060245,0.0022377,-0.0037868,gas,beifiori12,288.1582031,4.984726906,0.01829,0.00004,0.374
NGC0788,NGC0788,1,30.27687263,-6.8158288,47.88000107,4.788000107,7.923799992,0.280299991,0,2.100300074,0.0625,11.13583946,0.093999103,0.588814914,0.089130402,10.54702759,0.046930999,4.619837284,0.605059385,-9.322555542,7.70E-06,0.0072888,0.0449863,0.032474902,-0.0125115,gas,beifiori12,-1234,-1234,0.0136,0.00009,0.279
NGC1052,NGC1052,1,40.27003098,-8.255827904,18.11000061,1.81099999,8.237999916,0.293500006,0,2.281699896,0.0141,10.92462158,0.083334498,0.340563089,0.051222101,10.58405781,0.047585901,5.38659668,0.2681849,-10.17161655,1.15E-05,0.003652,0.0068172,0.0038749,-0.0029422,gas,beifiori12,220.3999939,7.5,0.00496,0.00002,0.103
NGC1358,NGC1358,1,53.41544724,-5.089568138,48.15999985,4.815999985,8.365799904,0.324400008,0,2.231699944,0.046999998,11.27939415,0.106867097,0.935331881,0.116234802,10.34405899,0.070726603,5.877179623,0.45922181,-9.320557594,2.90E-06,0.0099644,0.0151511,0.0028505,-0.0123006,gas,beifiori12,-1234,-1234,0.01344,0.00003,0.276
NGC1497,NGC1497,1,60.52825928,23.13294029,75.31999969,7.532000065,8.633399963,0.186199993,0,2.388400078,0.039900001,11.32145977,0.078471899,0.729159474,0.052181602,10.59229946,0.0504448,5.369827747,0.380877286,-8.941287994,4.80E-06,0.003168,0.0067925,0.0052379,-0.0015546,gas,beifiori12,254.8000031,7,0.02054,0.00005,0.418
NGC1667,NGC1667,1,72.15502167,-6.319853783,56.09000015,5.609000206,8.199899673,0.231399998,0,2.244600058,0.071099997,11.32483292,0.097320303,0.691685319,0.079278,10.63314533,0.046884999,3.873601675,0.588356376,-9.188053131,4.80E-06,0.006779,0.0361722,0.026382901,-0.0097893,gas,beifiori12,160.1000061,4.599999905,0.01526,0.00001,0.313
NGC1961,NGC1961,1,85.51989746,69.37837982,48.63000107,4.862999916,8.288999557,0.344500005,0,2.340300083,0.075000003,11.74187469,0.088112302,1.199730277,0.068761803,10.54214382,0.050809201,5.532371044,0.398374408,-9.317325592,5.80E-06,0.0049552,0.02098,0.0112988,-0.0096812,gas,beifiori12,230.3278046,5.928413868,0.01312,0,0.27
NGC2110,NGC2110,1,88.04751587,-7.456173897,29.12000084,2.911999941,8.120300293,0.64319998,0,2.301199913,0.049600001,11.04411411,0.083624803,0.397905201,0.058779702,10.64621258,0.0511203,5.625155449,0.393351793,-9.787417412,5.80E-06,0.0039174,0.0124655,0.0068692,-0.0055963,gas,beifiori12,233.1999969,17.10000038,0.00765,0.00006,0.158
NGC2179,NGC2179,1,92.00918579,-21.74666786,35.84000015,3.584000111,8.311599731,0.2324,0,2.187200069,0.031599998,10.86320114,0.095974497,0.527208388,0.079832897,10.33599091,0.049921598,5.877293587,0.361344814,-9.578858376,6.70E-06,0.0065461,0.0149642,0.0101538,-0.0048104,gas,beifiori12,-1234,-1234,0.00962,0.00002,0.199
NGC2329,NGC2329,1,107.2832108,48.61559677,72.33000183,7.232999802,8.18089962,0.180899993,0,2.336800098,0.0266,11.45780659,0.0989061,0.844101429,0.076257199,10.61370564,0.058040898,5.402460098,0.291928589,-8.964281082,5.80E-06,0.0061144,0.0116125,0.0068687,-0.0047438,gas,beifiori12,-1234,-1234,0.01933,0.00004,0.394
NGC2685,NGC2685,1,133.8947906,58.73440933,12.51000023,1.251000047,6.587999821,0.412,1,2.019000053,0.021199999,10.20382786,0.093852296,0.200805098,0.076937102,10.00302219,0.048959099,5.089991093,0.269858986,-10.49693394,1.05E-05,0.0061653,0.0114709,0.0062886,-0.0051824,gas,beifiori12,-1234,-1234,0.00295,0.00001,0.061
NGC2892,NGC2892,1,143.2204132,67.61740112,86.23999786,8.623999596,8.433099747,0.1109,0,2.471999884,0.0275,11.53794193,0.084227301,0.834292471,0.071810402,10.70365238,0.046909299,5.192722797,0.383956701,-8.810120583,6.70E-06,0.0050252,0.0133496,0.0085236,-0.004826,gas,beifiori12,272.6000061,9.100000381,0.02246,0.00005,0.456
NGC2903,NGC2903,1,143.0421295,21.5008297,10.44999981,1.044999957,7.060299873,0.282099992,1,1.969499946,0.056200001,11.05654526,0.1231739,0.731872976,0.105739199,10.32467175,0.044772401,3.326093674,0.336092114,-10.6508131,4.80E-06,0.012174,0.0300077,0.027680101,-0.0023277,gas,beifiori12,75.19999695,8.399999619,0.00183,0,0.038
NGC2911,NGC2911,0,143.4420776,10.15259075,43.49000168,4.348999977,9.086299896,0.293900013,0,2.324399948,0.031300001,11.27542591,0.099582396,0.882782221,0.120560698,10.39264202,0.079671398,6.282848358,0.325713098,-9.40708828,1.15E-05,0.009052,0.0310017,0.0137653,-0.0172363,gas,beifiori12,-1234,-1234,0.01078,0.00001,0.222
NGC2964,NGC2964,1,145.7260437,31.84721375,19.69000053,1.968999982,6.728199959,0.614199996,1,1.970999956,0.086199999,10.63035488,0.081563197,0.410880297,0.050172899,10.21947479,0.046945099,4.038653851,0.366704911,-10.09808445,0,0.003483,0.0098779,0.0069439,-0.002934,gas,beifiori12,82.30000305,14.39999962,0.0044,0.00001,0.091
NGC3021,NGC3021,1,147.7379761,33.5534668,22.39999962,2.24000001,7.263599873,0.3046,1,1.704599977,0.204899997,10.39689541,0.0868017,0.308238894,0.0560285,10.08865643,0.044103701,3.638381243,0.261805594,5.115389824,7.116578579,0.0043643,0.0029678,0.0013438,-0.001624,gas,beifiori12,68.30000305,31.29999924,0.00512,0.00001,0.106
NGC3078,NGC3078,1,149.602417,-26.92656326,32.84999847,3.285000086,7.906799793,0.415399998,0,2.316900015,0.0255,11.27016354,0.088847198,0.548320472,0.072279297,10.7218399,0.050468199,5.574316025,0.398485094,9.572978973,0.0351381,0.0052855,0.0199048,0.010394,-0.0095108,gas,beifiori12,-1234,-1234,0.00861,0.00007,0.178
NGC3081,NGC3081,1,149.8730469,-22.82619858,33.50999832,3.351000071,7.201399803,0.303799987,0,2.089099884,0.026900001,10.96081161,0.1122467,0.661195815,0.128577605,10.29961777,0.063858703,5.357046127,0.576523185,-9.637148857,5.80E-06,0.0125268,0.060581699,0.037234101,-0.023347599,gas,beifiori12,-1234,-1234,0.00798,0.00001,0.00798
NGC3351,NGC3351,1,160.9905548,11.70361042,9.329999924,0.933000028,6.516699791,0.261400014,1,1.973999977,0.069300003,10.76038074,0.1043614,0.593627274,0.107870303,10.16675186,0.0567118,4.94993639,0.43574971,-10.74915981,1.25E-05,0.0096555,0.0398404,0.0249037,-0.0149367,gas,beifiori12,83.30000305,7.800000191,0.0026,0,0.054
NGC3642,NGC3642,1,170.575058,59.07424164,21.64999962,2.164999962,7.421299934,0.041099999,1,1.967800021,0.114699997,10.34666824,0.095493197,0.266507804,0.055827301,10.08015919,0.049453098,4.451112747,0.265534401,-10.01460266,1.15E-05,0.004895,0.0048523,0.0048678,1.55E-05,gas,beifiori12,84.90000153,10.5,0.00529,0,0.11
NGC3675,NGC3675,1,171.5357666,43.58591843,12.40999985,1.241000056,7.26240015,0.293900013,1,2.022000074,0.018200001,10.82893181,0.0902851,0.549919784,0.055388398,10.27901459,0.045093801,4.049688816,0.192012802,-10.50019932,1.05E-05,0.0045929,0.0060248,0.0040622,-0.0019625,gas,beifiori12,110.9000015,5.199999809,0.00257,0.00001,0.054
NGC3801,NGC3801,1,175.0704041,17.727911,46.29000092,4.629000187,8.279800415,0.311300009,0,2.320899963,0.036699999,11.21773434,0.089792199,0.780994892,0.094113402,10.43673992,0.058421999,5.49391222,0.411707193,-9.352953911,6.70E-06,0.0067534,0.0302551,0.0157922,-0.0144629,gas,beifiori12,187,10,0.01106,0.00001,0.228
NGC3862,NGC3862,1,176.2707825,19.60638237,84.55999756,8.456000328,8.409799576,0.368400007,0,2.32220006,0.026900001,11.58636761,0.094916902,1.082605481,0.100273803,10.50376225,0.070608899,6.548015594,0.3273139,-8.822585106,5.80E-06,0.0070392,0.0136512,0.0047339,-0.0089173,gas,beifiori12,-1234,-1234,0.02159,0.00001,0.439
NGC3953,NGC3953,1,178.4542847,52.3265419,15.39999962,1.539999962,7.332300186,0.290899992,0,2.10890007,0.01,11.0453434,0.096827798,0.869300902,0.089050099,10.17604446,0.053268299,4.688688278,0.449299604,-10.31311417,1.05E-05,0.007234,0.033315301,0.019497801,-0.0138176,gas,beifiori12,123.9000015,5.099999905,0.0035,0,0.073
NGC3982,NGC3982,1,179.1173706,55.1253624,15.86999989,1.587000012,6.947199821,0.256999999,1,1.89199996,0.0111,10.22621059,0.094599903,0.156268194,0.055447899,10.06994247,0.046549201,3.175057888,0.376978606,-10.28558254,3.80E-06,0.0049284,0.0127425,0.016094901,0.0033524,gas,beifiori12,62.90000153,9,0.00371,0,0.077
NGC3992,NGC3992,1,179.3999329,53.37451935,15.31000042,1.531000018,7.514900208,0.284399986,0,2.090300083,0.062600002,11.14837074,0.117699102,1.070426941,0.1264963,10.07794571,0.059195898,4.261392593,0.549539089,-10.31818008,9.60E-06,0.0131751,0.0586548,0.043342501,-0.0153124,gas,beifiori12,137.6000061,5,0.0035,0,0.073
NGC4036,NGC4036,1,180.3620453,61.89569855,19.04000092,1.904000044,7.893400192,0.361900002,0,2.25999999,0.021199999,10.89545441,0.0868598,0.429800004,0.0598155,10.46565628,0.042243998,4.982497692,0.269510299,-10.12769699,6.70E-06,0.004669,0.0081417,0.0066375,-0.0015042,gas,beifiori12,-1234,-1234,0.00462,0.00002,0.096
NGC4088,NGC4088,1,181.3924561,50.53902817,11.85000038,1.184999943,6.792200089,0.287,1,1.932600021,0.019300001,10.49668503,0.084981397,0.552724421,0.0431372,9.94396019,0.043273099,3.204057693,0.101926401,-10.54040432,0,0.0036051,0.001003,0.0013591,0.0003561,gas,beifiori12,72.90000153,14.10000038,0.00249,0,0.052
NGC4143,NGC4143,1,182.4003601,42.53421783,14.84000015,1.483999968,7.923500061,0.355300009,0,2.252000093,0.021199999,10.55071068,0.0838852,0.035667099,0.053307299,10.51504135,0.046813302,5.342162609,0.358668804,-10.34391689,1.15E-05,0.0038435,0.0028953,0.0040106,0.0011153,gas,beifiori12,223.6999969,3.700000048,0.00316,0.00002,0.066
NGC4150,NGC4150,1,182.6402283,30.40148735,12.78999996,1.279000044,5.942699909,0.4375,1,1.914999962,0.021199999,10.07681274,0.096794702,-0.0020603,0.063615598,10.07887363,0.0537038,5.748187065,0.403911501,-10.47381306,0,0.005266,0.0082332,0.0063972,-0.0018359,gas,beifiori12,-1234,-1234,0.00069,0.00002,0.014
NGC4203,NGC4203,1,183.7709351,33.19724274,14.09000015,1.409000039,7.817699909,0.261400014,0,2.111000061,0.021199999,10.76423931,0.108795799,0.416009903,0.134481505,10.34823132,0.071156196,5.818636417,0.409665793,-10.38902378,1.53E-05,0.0124293,0.044928901,0.022464501,-0.0224644,gas,beifiori12,171.9011993,1.953057051,0.00362,0.00001,0.075
NGC4212,NGC4212,1,183.9140625,13.90147305,3.170000076,0.317000002,5.991600037,0.423400015,1,1.830899954,0.017899999,9.098562241,0.088123202,-0.189410597,0.051496599,9.287973404,0.0395982,3.141351223,0.356808186,-11.68827248,8.60E-06,0.0044248,0.0103559,0.013372,0.0030161,gas,beifiori12,51.70000076,15.80000019,-0.00029,0,-0.006
NGC4245,NGC4245,1,184.4032593,29.60800171,14.56000042,1.45599997,7.194099903,0.477999985,1,1.91929996,0.0152,10.4238472,0.098928504,0.410110414,0.0867576,10.01373672,0.055773001,5.129829884,0.332069188,-10.36120224,7.70E-06,0.0071015,0.021509901,0.0138358,-0.0076742,gas,beifiori12,91.80000305,6.900000095,0.0029,0.00001,0.06
NGC4278,NGC4278,1,185.0283203,29.28061867,15.02999973,1.503000021,7.960299969,0.270099998,0,2.328000069,0.021199999,10.8689003,0.090483099,0.242234394,0.094594099,10.62666225,0.068015903,5.371392727,0.554387987,-10.33417988,5.80E-06,0.0062545,0.0453231,0.018575201,-0.026747899,gas,beifiori12,262.2000122,4.5,0.00207,0.00002,0.043
NGC4314,NGC4314,1,185.6332397,29.89530373,15.48999977,1.549000025,6.908500195,0.295700014,1,2.027499914,0.0147,10.90085793,0.112254299,0.807082713,0.123831697,10.0937767,0.061822399,5.150814056,0.422933698,-10.307621,7.70E-06,0.0120567,0.035292301,0.0237977,-0.0114945,gas,beifiori12,-1234,-1234,0.00321,0.00002,0.067
NGC4321,NGC4321,1,185.7280579,15.82182026,14.18999958,1.41900003,6.671999931,0.166800007,1,1.91869998,0.0188,11.14382458,0.109675802,0.984480202,0.134186402,10.15934181,0.080823503,4.237892628,0.664195001,-10.38407993,9.60E-06,0.0117512,0.072884202,0.036989801,-0.035894401,gas,beifiori12,-1234,-1234,0.00524,0,0.109
NGC4335,NGC4335,1,185.7579498,58.44470978,59.08000183,5.907999992,8.393400192,0.314200014,0,2.413599968,0.01,11.30477428,0.092036001,0.597290516,0.0716087,10.70748329,0.052797701,5.768528461,0.46381399,-9.137192726,5.80E-06,0.0054054,0.013565,0.0068196,-0.0067453,gas,beifiori12,293.5,6.900000095,0.01511,0.00005,0.31
NGC4429,NGC4429,1,186.8606567,11.10754013,18.20000076,1.820000052,7.854599953,0.3495,0,2.247999907,0.021199999,11.42067337,0.153466105,1.043590069,0.177067801,10.37708378,0.064655699,5.226829052,0.4363482,-10.16784573,0,0.025362199,0.0175837,0.0056426,-0.0119412,gas,beifiori12,-1234,-1234,0.00368,0.00002,0.077
NGC4450,NGC4450,1,187.1234741,17.08494949,28.28000069,2.828000069,8.063899994,0.278499991,1,2.030100107,0.060199998,11.60160923,0.106259502,1.113020301,0.110613398,10.48858929,0.059666999,4.670353889,0.521514118,-9.783019066,1.00E-06,0.0099831,0.0493466,0.0278154,-0.0215312,gas,beifiori12,118.1999969,4.699999809,0.00653,0.00002,0.135
NGC4477,NGC4477,1,187.5090485,13.63644314,20.80999947,2.08100009,7.553299904,0.298000008,0,2.173000097,0.021199999,11.17310715,0.11107,0.693857729,0.101981699,10.47925091,0.055296998,5.096446991,0.390386194,-10.0509634,6.70E-06,0.0098395,0.029784201,0.021042701,-0.0087415,gas,beifiori12,-1234,-1234,0.00446,0.00002,0.093
NGC4507,NGC4507,1,188.9025726,-39.90921021,47.04000092,4.703999996,7.18200016,0.3495,0,2.157599926,0.0208,11.07819176,0.0912183,0.622217715,0.056625798,10.45597458,0.044842102,4.129434586,0.323228806,10.37897682,0.019897601,0.0047582,0.0090158,0.0087879,-0.0002278,gas,beifiori12,-1234,-1234,0.0118,0.00003,0.243
NGC4548,NGC4548,1,188.8601227,14.49631977,17.92000008,1.792000055,7.249199867,0.2949,0,2.155699968,0.0394,11.27283001,0.155858099,1.078470111,0.168257102,10.19435883,0.0677405,4.233328819,0.486452013,-10.18180847,1.25E-05,0.0240067,0.0270472,0.0073384,-0.019708799,gas,beifiori12,104.4000015,5.900000095,0.00162,0.00001,0.034
NGC4579,NGC4579,1,189.4316559,11.81809044,22.95999908,2.296000004,7.962100029,0.360100001,1,2.035099983,0.0583,11.60830402,0.118324101,1.026824117,0.132872403,10.58147907,0.066954203,4.916913033,0.573310196,-9.966002464,1.00E-06,0.0135864,0.065410197,0.0391661,-0.0262441,gas,beifiori12,161.5,4.599999905,0.00506,0,0.105
NGC4636,NGC4636,0,190.7077789,2.687779903,13.72000027,1.371999979,8.580499649,0.218799993,0,2.259000063,0.021199999,11.24523067,0.091894202,0.957291186,0.079856403,10.28793907,0.058634602,5.480064869,0.409050792,-10.4135294,1.15E-05,0.0056918,0.0153536,0.0055256,-0.009828,gas,beifiori12,-1234,-1234,0.00313,0.00001,0.065
NGC4698,NGC4698,1,192.0955658,8.487243652,16.43000031,1.643000007,7.76060009,0.158500001,0,2.092099905,0.029100001,10.82479954,0.095485598,0.560955226,0.081582099,10.26384544,0.047451802,5.042089939,0.240850195,-10.25636005,9.60E-06,0.0067607,0.0133806,0.0117379,-0.0016427,gas,beifiori12,128.8999939,5.199999809,0.00337,0,0.07
NGC4800,NGC4800,1,193.6573944,46.53113937,12.51000023,1.251000047,7.023799896,0.532500029,1,2.009399891,0.01,10.22501469,0.081915401,0.0129168,0.0494316,10.21209621,0.044298898,4.206688404,0.2321468,-10.49296856,4.80E-06,0.0035956,0.002519,-2.58E-05,-0.0025448,gas,beifiori12,101.6999969,6,0.00279,0.00004,0.058
NGC5005,NGC5005,1,197.7346344,37.05894089,14.64999962,1.465000033,8.273300171,0.231900007,0,2.296799898,0.0153,11.10499763,0.092745401,0.542615473,0.057648599,10.56238937,0.043883499,4.984068394,0.160826907,-10.35523891,8.60E-06,0.0049996,0.00438,0.0037209,-0.0006591,gas,beifiori12,213.8999939,6.599999905,0.00316,0.00002,0.066
NGC5127,NGC5127,1,200.9374084,31.56579971,62.52999878,6.252999783,8.269300461,0.412,0,2.28640008,0.108000003,11.35319138,0.093923204,0.958674014,0.068990998,10.39451408,0.0482632,5.420762539,0.252929896,-9.08735466,5.80E-06,0.005626,0.0089283,0.0063743,-0.002554,gas,beifiori12,194.1000061,5.300000191,0.01618,0.00001,0.331
NGC5194,NGC5194,0,202.4695435,47.19514847,7.929999828,0.792999983,5.962100029,0.360100001,1,1.843000054,0.058400001,11.03784752,0.101602398,0.733684778,0.075499497,10.30416107,0.0498376,4.883421421,0.611517072,8.362648964,0.232851997,0.0067697,0.017868901,0.0050988,-0.0127701,gas,beifiori12,-1234,-1234,0.00153,0.00001,0.032
NGC5248,NGC5248,1,204.3836212,8.88506031,17.92000008,1.792000055,6.302800179,0.378500015,0,2.100399971,0.038600001,10.96927547,0.0905094,0.690169811,0.058904599,10.27910614,0.0484486,4.657744884,0.200690597,8.863907814,0.0604669,0.0046572,0.0074853,0.0046863,-0.0027991,gas,beifiori12,71.09999847,13.30000019,0.00384,0,0.08
NGC5283,NGC5283,1,205.2738953,67.67214966,34.52999878,3.453000069,7.409800053,0.330599993,0,2.131900072,0.041299999,10.43832684,0.079903901,0.058264799,0.052357599,10.38006115,0.059655301,5.288506031,0.651346385,-9.607923508,8.60E-06,0.0027836,0.0037025,-0.0044383,-0.0081408,gas,beifiori12,124.5999985,5.199999809,0.1014,0.00005,1.88
NGC5347,NGC5347,1,208.3243866,33.4907608,32.29000092,3.229000092,7.209400177,0.424100012,1,1.804200053,0.083999999,10.53796387,0.091448903,0.592817724,0.066187501,9.945145607,0.049201299,5.167896271,0.268727392,-9.666623116,6.70E-06,0.0051615,0.0052871,0.005387,1.00E-04,gas,beifiori12,78.40000153,13.80000019,0.0079,0.00001,0.163
NGC5427,NGC5427,1,210.8585358,-6.030809879,36.31000137,3.631000042,7.579800129,0.300999999,1,1.804700017,0.077200003,11.12129116,0.127054602,0.87536478,0.123312101,10.24592686,0.0528806,4.164378643,0.513425887,-9.564696312,0,0.0142762,0.054492,0.0437795,-0.0107125,gas,beifiori12,-1234,-1234,0.00873,0.00001,0.18
NGC5490,NGC5490,1,212.4888763,17.54542542,65.23999786,6.524000168,8.729700089,0.3495,0,2.414000034,0.0416,11.48039341,0.090009697,0.69743669,0.066380501,10.78295803,0.052720699,5.95165205,0.365693986,-9.051163673,8.60E-06,0.0048643,0.0101485,0.0065211,-0.0036273,gas,beifiori12,353.1000061,6.300000191,0.01614,0.00005,0.331
NGC5643,NGC5643,1,218.1699066,-44.17461014,17.36000061,1.735999942,7.052899837,0.590499997,1,1.951799989,0.01,11.09281349,0.116426699,0.943921983,0.125248,10.1488924,0.061935801,3.80583334,0.845237315,-10.22074986,9.60E-06,0.0127031,0.083973199,0.058027402,-0.025945701,gas,beifiori12,-1234,-1234,0.004,0.00001,0.083
NGC5695,NGC5695,1,219.3422852,36.5677948,54.59999847,5.460000038,8.001700401,0.320499986,0,2.155600071,0.01,10.97483444,0.098099403,0.644090414,0.083881103,10.33074379,0.044061899,4.587555408,0.42346099,-9.206560135,1.34E-05,0.007359,0.022140499,0.016463701,-0.0056768,gas,beifiori12,137.5,5.800000191,0.01415,0.00001,0.29
NGC5728,NGC5728,1,220.5997009,-17.25317001,37.61000061,3.760999918,8.052900314,0.289499998,0,2.276799917,0.092100002,11.27567482,0.101757698,0.898901999,0.0763283,10.37677097,0.052035298,5.97897768,0.278451502,-9.540282249,1.90E-06,0.0067365,0.0136996,0.0095291,-0.0041705,gas,beifiori12,-1234,-1234,0.00932,0.00003,0.192
NGC5879,NGC5879,1,227.4447937,57.00020981,10.55000019,1.054999948,6.619999886,0.27759999,1,1.730000019,0.064499997,9.922776222,0.087146901,0.083305202,0.058222398,9.83946991,0.0490527,4.528406143,0.36528641,-10.64088345,1.63E-05,0.0042891,0.013966,0.0075942,-0.0063717,gas,beifiori12,66,13.89999962,0.00257,0.00001,0.054
NGC5921,NGC5921,1,230.485672,5.070539951,20.48999977,2.049000025,7.067399979,0.423999995,1,1.926300049,0.047800001,10.79494286,0.115941703,0.812819183,0.1116881,9.982123375,0.049699601,4.332764149,0.53222388,-10.0651741,7.70E-06,0.0117233,0.0161562,0.0057855,-0.0103708,gas,beifiori12,82.5,8.399999619,0.00494,0,0.103
NGC6300,NGC6300,1,259.2478027,-62.82054901,14.18999958,1.41900003,7.143499851,0.199000001,1,1.936400056,0.023600001,10.98285866,0.112144597,0.736534178,0.089590803,10.24632359,0.048947901,3.936132908,0.349894613,-10.39020252,7.70E-06,0.0091035,0.023660701,0.019065101,-0.0045956,gas,beifiori12,-1234,-1234,0.0037,0.00001,0.077
NGC6500,NGC6500,1,268.9991455,18.33828735,36.49000168,3.648999929,8.340600014,0.261400014,0,2.325099945,0.0121,10.90297699,0.079274699,0.496765107,0.048962001,10.40621185,0.048744399,5.590968132,0.34545961,-9.56573391,1.00E-06,0.0031529,0.0058617,0.0010987,-0.004763,gas,beifiori12,219.8000031,4.099999905,0.01002,0.00001,0.207
NGC6951,NGC6952,1,309.3086548,66.10564423,15.96000004,1.595999956,6.927199841,0.186800003,1,1.977699995,0.0447,11.00833702,0.138935,0.847884715,0.134068996,10.16045189,0.053420998,4.660478115,0.768047273,-10.31102085,8.60E-06,0.0172118,0.072156496,0.0482089,-0.023947701,gas,beifiori12,115.1999969,6.400000095,0.00475,0.00001,0.099
NGC7331,NGC7331,1,339.2670898,34.41592026,12.22999954,1.22300005,8.021499634,0.182600006,0,2.06340003,0.0154,11.13664341,0.100879297,0.571277022,0.082374297,10.56536388,0.0508877,4.635268211,0.404692411,-10.51904392,4.80E-06,0.0071863,0.027791301,0.019223001,-0.0085683,gas,beifiori12,131,4.599999905,0.00272,0,0.057
NGC7626,NGC7626,1,350.1771851,8.217063904,38.08000183,3.808000088,8.581899643,0.326599985,0,2.365999937,0.0198,11.44475555,0.093072399,0.871604681,0.078394897,10.5731535,0.051114801,5.442205429,0.303691298,-9.526917458,2.90E-06,0.0060978,0.017986801,0.0103667,-0.00762,gas,beifiori12,278.160614,3.795474052,0.01136,0.00001,0.234
NGC7682,NGC7682,1,352.2662354,3.533334017,59.27000046,5.927000046,7.558499813,0.328000009,0,2.048099995,0.060400002,10.95937634,0.101227097,0.803870916,0.100863002,10.15550137,0.057877101,5.114780426,0.394076914,-9.138915062,5.80E-06,0.0085353,0.025541799,0.018331099,-0.0072106,gas,beifiori12,-1234,-1234,0.01708,0.00001,0.349
UGC1214,UGC01214,1,25.99068642,2.349909067,59.91999817,5.992000103,7.737699986,0.181400001,1,2.02489996,0.0568,10.74273872,0.086822502,0.37569651,0.064150803,10.3670435,0.041889999,4.677270889,0.560225129,10.05281353,0.033964999,0.0049494,0.0087523,0.0058202,-0.0029321,gas,beifiori12,-1234,-1234,0.01721,0.00003,0.352
UGC1395,UGC01395,1,28.84173775,6.611701965,60.84999847,6.085000038,6.828999996,0.28490001,1,1.805799961,0.039299998,10.85926056,0.114135697,0.850938976,0.101751499,10.00832176,0.061667599,4.732640266,0.369341791,-9.116501808,7.70E-06,0.0097887,0.0077121,0.0039095,-0.0038026,gas,beifiori12,69.69999695,12.80000019,0.01723,0.00003,0.352
UGC1841,UGC01841,1,35.79885101,42.99140167,74.94999695,7.494999886,8.4708004,0.192000002,0,2.468499899,0.0363,11.9824028,0.092896201,1.485444665,0.0589565,10.49695778,0.060440101,4.709985733,0.625052989,-8.933759689,1.25E-05,0.0042263,0.0144696,-0.0065497,-0.0210193,gas,beifiori12,248.5641022,4.508834839,0.02092,0.00004,0.426
UGC7115,UGC07115,1,182.0232086,25.23727226,88.19999695,8.819999695,9.001700401,0.4454,0,2.254699945,0.082400002,11.2401123,0.090950698,0.541166782,0.071553603,10.69894695,0.056330401,6.058757305,0.885911584,-8.785523415,4.80E-06,0.0051094,0.0068577,0.0016608,-0.0051969,gas,beifiori12,238.3000031,8.899999619,0.02253,0.00001,0.458
UGC12064,UGC12064,1,337.8359375,39.35828018,34.70000076,6.699999809,8.842000008,0.519800007,0,2.411799908,0.0296,10.60570526,0.169209301,0.383966595,0.129249305,10.22173786,0.120082296,5.937113762,0.582132399,-9.616329193,9.60E-06,0.0154587,0.046313901,0.0139959,-0.032317899,gas,beifiori12,249,9.399999619,0.01669,0.00005,0.342
NGC4434,NGC4434,1,nan,nan,nan,nan,7.849999905,0.180000007,0,1.99000001,1.039999962,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,star,graham18,nan,nan,0.00357,0.00002,0.074
NGC4578,NGC4578,1,nan,nan,nan,nan,7.28000021,0.409999996,0,2.029999971,0.949999988,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,star,graham18,nan,nan,0.00764,0.00002,0.158
NGC4762,NGC4762,1,nan,nan,nan,nan,7.360000134,0.180000007,0,2.130000114,0.949999988,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,star,graham18,nan,nan,0.00329,0.00002,0.068
NSA62996,NSA62996,1,nan,nan,nan,nan,5.800000191,nan,0,1.820000052,0.479999989,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,reverb,baldassare20,nan,nan,0.04595,0.00002,0.908
NSA10779,NSA10779,1,nan,nan,nan,nan,5.440000057,nan,0,1.529999971,0.779999971,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,reverb,baldassare20,nan,nan,0.04662,0.00001,0.921
NSA125318,NSA125318,1,nan,nan,nan,nan,5,nan,0,1.610000014,0.779999971,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,reverb,baldassare20,nan,nan,0.03266,0.00001,0.656
NSA52675,NSA52675,1,nan,nan,nan,nan,6.099999905,nan,0,1.720000029,0.699999988,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,reverb,baldassare20,nan,nan,0.01538,0.00003,0.315
NSA15235,NSA15235,1,nan,nan,nan,nan,5.289999962,nan,0,1.620000005,1.149999976,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,reverb,baldassare20,nan,nan,0.02986,0.00002,0.602
NSA47066,NSA47066,1,nan,nan,nan,nan,5.420000076,nan,0,1.50999999,0.699999988,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,reverb,baldassare20,nan,nan,0.04101,0.00001,0.815
